Datum letzte Änderung_Modul;AGS;Regierungsbezirk;Landkreis;Gemeinde;Datum_Modul1; Link_Modul1; Datum_Modul2; Link_Modul2; Datum_Modul3; Link_Modul3; Datum_Modul4; Link_Modul4; Datum_Modul5; Link_Modul5; Datum_Modul6; Link_Modul6; Datum_Modul7; Link_Modul7; Datum_Modul8; Link_Modul8; Datum_Modul9; Link_Modul9;Status Verfahren
05.02.2015_2;09671111;Unterfranken;Aschaffenburg;Alzenau, St;2014-12-06;http://www.alzenau.de/bekanntmachungen;2014-12-06*;http://www.alzenau.de/index.php?object=tx%7c2413.4&ModID=255&FID=2413.2752.1&La=1;2015-09-19;http://www.alzenau.de/B%C3%BCrger/Aktuelles-Infos/Bekanntmachungen;2015-09-19;http://www.alzenau.de/B%C3%BCrger/Aktuelles-Infos/Bekanntmachungen;;;;;;;;;;;;
;09778111;Schwaben;Unterallgäu;Amberg;2015-01-29;http://gemeinde-amberg.de/index.php;2015-01-29;http://breitband.regensburg-it.de/amberg_allgaeu#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09361000;Oberpfalz;Amberg;Amberg;2014-08-06;http://breitband.regensburg-it.de/amberg#bestandaufnahme;2014-09-16;http://breitband.regensburg-it.de/amberg#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09187113;Oberbayern;Rosenheim;Amerang;2014-08-01;;2014-08-01;;2014-09-11;;2014-09-11;;2014-12-19;;2015-02-09;;2015-02-24;;2015-04-17;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10212/150415_Fördersteckbrief_Amerang.pdf;;;;
;09371111;Oberpfalz;Amberg-Sulzbach;Ammerthal;2014-03-01;http://www.ammerthal.de/page_5_18.php;2014-09-13;http://breitband.regensburg-it.de/ammerthal1#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09676112;Unterfranken;Miltenberg;Amorbach, St;2014-07-22;http://breitband.regensburg-it.de/amorbach#bedarfsermittlung;2014-09-09;http://breitband.regensburg-it.de/amorbach#markterkundung-bekanntmachung;2015-03-25;http://breitband.regensburg-it.de/amorbach#markterkundung-ergebnis;2015-03-25;http://breitband.regensburg-it.de/amorbach#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09183112;Oberbayern;Mühldorf;Ampfing;2014-05-03;http://www2.lra-mue.de/ww/de/pub/gemeinden/ampfing/b_rger_service/aktuelles/breitbandversorgung.htm;2014-11-27;http://www2.lra-mue.de/ww/de/pub/gemeinden/ampfing/b_rger_service/aktuelles/breitbandversorgung.htm;2015-02-25;http://breitband.regensburg-it.de/ampfing#markterkundung-ergebnis;2015-02-25;http://breitband.regensburg-it.de/ampfing#auswahlverfahren-bekanntmachung;2015-10-21;http://breitband.regensburg-it.de/ampfing#auswahlverfahren-ergebnis;;;2015-10-21;http://breitband.regensburg-it.de/ampfing#kooperationsvertrag;;;;;;
;09188117;Oberbayern;Starnberg;Andechs;<em> 2013-01-24</em>;;<em> 2013-05-13</em>;;<em> 2013-11-07</em>;;<em> 2013-11-07</em>;;;;;;;;;;;;ausgesetzt_2015-04-24
13.05.2015_2;09172112;Oberbayern;Berchtesgadener Land;Anger;2015-04-01;http://www.rathaus-anger.de/index.php?id=173;2015-04-02*;http://www.rathaus-anger.de/index.php?id=173;2015-10-21;http://www.rathaus-anger.de/index.php?id=173;2015-10-21;http://www.rathaus-anger.de/index.php?id=173;;;;;;;;;;;;
;09561000;Mittelfranken;Ansbach;Ansbach;2015-08-14;http://www.ansbach.de/cda/showpage.php?SiteID=456&language=de;2015-08-14;http://www.ansbach.de/cda/showpage.php?SiteID=456&language=de;;;;;;;;;;;;;;;;
;09190113;Oberbayern;Weilheim-Schongau;Antdorf;2015-07-10;https://www.vg-habach.de/news/1/290786/nachrichten/breitbandausbau-in-antdorf.html;2015-07-10;https://www.vg-habach.de/news/1/290786/nachrichten/breitbandausbau-in-antdorf.html;;;;;;;;;;;;;;;;
;09181111;Oberbayern;Landsberg am Lech;Apfeldorf;2014-12-06;http://apfeldorf.de/aktuelles/neues/;2014-12-06;http://apfeldorf.de/aktuelles/neues/;2015-08-18;http://breitband.regensburg-it.de/apfeldorf#markterkundung-ergebnis;2015-08-18;http://breitband.regensburg-it.de/apfeldorf#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09778113;Schwaben;Unterallgäu;Apfeltrach;2015-08-11;http://www.vg-dirlewang.de;2015-08-11;http://www.vg-dirlewang.de;;;;;;;;;;;;;;;;
;09571113;Mittelfranken;Ansbach;Arberg, M;2014-11-22;http://www.arberg.de/schnelles-internet.html;2014-11-22;http://www.arberg.de/schnelles-internet.html;2015-01-27;http://www.arberg.de/schnelles-internet.html;2015-01-27;http://www.arberg.de/schnelles-internet.html;2015-05-19;http://www.arberg.de/schnelles-internet.html;2015-07-23;http://www.arberg.de/schnelles-internet.html;;;;;;;;
;09276113;Niederbayern;Regen;Arnbruck;2014-08-23;;2014-08-23;;2014-10-03;;2014-10-25;;2015-02-12;;2015-04-23;;2015-03-17;;2015-05-21;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10239/150520_Fördersteckbrief_Arnbruck.pdf;;;;
;09372112;Oberpfalz;Cham;Arnschwang;<b>1: </b>  2013-04-22 ||<b>2: </b>2015-07-31;||http://www.arnschwang.de/8373__Breitbandausbau_2_4.html;<b>1: </b>  2013-09-06 ||<b>2: </b>2015-07-31;||http://www.arnschwang.de/8373__Breitbandausbau_2_4.html;<b>1: </b> 2013-12-06;;<b>1: </b> 2013-12-06;;<b>1: </b> 2014-08-20;;<b>1: </b> 2014-10-14;;<b>1: </b> 2015-03-13;;<b>1: </b> 2015-03-26;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10199/150327_Fördersteckbrief_Arnschwang.pdf;;;;
;09277111;Niederbayern;Rottal-Inn;Arnstorf, M;2015-03-12;http://www.arnstorf.de/aktuelles03.aspx?newsid=1178;2015-03-12;http://www.arnstorf.de/aktuelles03.aspx?newsid=1178;;;;;;;;;;;;;;;;
;09372113;Oberpfalz;Cham;Arrach;2015-01-28;http://cms.arrach.de/Gemeinde/AusbauBreitbandInfrastruktur/tabid/11358/language/de-DE/Default.aspx;2015-01-28;http://cms.arrach.de/Gemeinde/AusbauBreitbandInfrastruktur/tabid/11358/language/de-DE/Default.aspx;2015-10-02;http://cms.arrach.de/Gemeinde/AusbauBreitbandInfrastruktur/tabid/11358/language/de-DE/Default.aspx;2015-10-07;http://cms.arrach.de/Gemeinde/AusbauBreitbandInfrastruktur/tabid/11358/language/de-DE/Default.aspx;;;;;;;;;;;;
09.07.2015_4;09479112;Oberfranken;Wunsiedel;Arzberg, St;<b>1: </b>  2013-10-12 ||<b>2: </b>2014-12-30;||http://www.arzberg.de/index.php?navi=76#Sprungpunkt_Blockid498;<b>1: </b>  2013-12-14 ||<b>2: </b>2014-12-30;||http://www.arzberg.de/index.php?navi=76#Sprungpunkt_Blockid498;<b>1: </b>  2014-07-29 ||<b>2: </b>2015-05-01;||http://www.arzberg.de/index.php?navi=76#Sprungpunkt_Blockid511;<b>1: </b>  2014-08-02 ||<b>2: </b>2015-05-01*;||http://www.arzberg.de/index.php?navi=76#Sprungpunkt_Blockid516;<b>1: </b> 2014-12-06;;<b>1: </b> 2015-02-10;;<b>1: </b> 2015-02-17;;<b>1: </b> 2015-05-12;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10218/150511_Fördersteckbrief_Arzberg.pdf;;;;
;09779115;Schwaben;Donau-Ries;Asbach-Bäumenheim;2014-08-02;http://www.asbach-baeumenheim.de;2014-08-02;http://www.asbach-baeumenheim.de;;;;;;;;;;;;;;;;
;09278116;Niederbayern;Straubing-Bogen;Ascha;2014-05-23;http://www.ascha.de/index.php?ber=katalog&pos_top=1&pos_left=6&hk=4&uk=55&klick=3&tiefe=0;2014-08-23;http://www.ascha.de/index.php?ber=katalog&pos_top=1&pos_left=6&hk=4&uk=55&klick=3&tiefe=0;2015-01-22;http://www.ascha.de/index.php?ber=katalog&pos_top=1&pos_left=6&hk=4&uk=55&klick=3&tiefe=0&ktm_nr2=115&no_popup=1&externe_db=;2015-01-22;http://www.ascha.de/index.php?ber=katalog&pos_top=1&pos_left=6&hk=4&uk=55&klick=3&tiefe=0&ktm_nr2=118&no_popup=1&externe_db=;2015-07-24;http://www.ascha.de/index.php?ber=katalog&pos_top=1&pos_left=6&hk=4&uk=55&klick=3&tiefe=0&ktm_nr2=117&no_popup=1&externe_db;2015-09-09;http://www.ascha.de/index.php?ber=katalog&pos_top=1&pos_left=6&hk=4&uk=55&klick=3&tiefe=0;2015-09-26;http://www.ascha.de/index.php?ber=katalog&pos_top=1&pos_left=6&hk=4&uk=55&klick=3&tiefe=0&ktm_nr2=120&no_popup=1&externe_db=;;;;;;
;09661000;Unterfranken;Aschaffenburg;Aschaffenburg;<em> 2014-01-23</em>;;<em> 2014-03-14</em>;;<em> 2014-08-01</em>;;<em> 2014-12-13</em>;;;;;;;;;;;;ausgesetzt_2015-08-18
;09183113;Oberbayern;Mühldorf;Aschau a.Inn;2015-05-30;http://aschau-a-inn.de/cms/breitbandausbau/;2015-05-30;http://aschau-a-inn.de/cms/breitbandausbau/;;;;;;;;;;;;;;;;
17.07.2015_4;09187114;Oberbayern;Rosenheim;Aschau i.Chiemgau;2014-10-28;http://www.aschau.de/de/breitbanderschliessung;2014-10-28;http://www.aschau.de/de/breitbanderschliessung;2015-05-22;http://www.aschau.de/de/breitbanderschliessung;2015-05-22*;http://www.aschau.de/de/breitbanderschliessung;;;;;;;;;;;;
;09184112;Oberbayern;München;Aschheim;2014-09-13;http://aschheim.de/5100189a8e07c320b/504822a39e0ce5306/index.html;2014-09-13;http://aschheim.de/5100189a8e07c320b/504822a39e0ce5306/index.html;2015-02-11;http://www.aschheim.de/5100189a8e07c320b/504822a39e0ce5306/index.html;2015-02-11;http://www.aschheim.de/5100189a8e07c320b/504822a39e0ce5306/index.html;2015-09-23;http://www.aschheim.de/5100189a8e07c320b/504822a39e0ce5306/index.html;;;2015-09-23;http://www.aschheim.de/5100189a8e07c320b/504822a39e0ce5306/index.html;;;;;;
;09273115;Niederbayern;Kelheim;Attenhofen;2014-09-04;http://vg.elsendorf.de/?page_id=177;2014-09-04;http://vg.elsendorf.de/?page_id=177;2014-11-14;http://vg.elsendorf.de/?page_id=177;2014-12-12;http://vg.elsendorf.de/?page_id=177;2015-10-06;http://vg.elsendorf.de/?page_id=177;;;2015-10-06;http://vg.elsendorf.de/?page_id=177;;;;;;
;09178115;Oberbayern;Freising;Attenkirchen;2014-12-16;http://www.attenkirchen.de/index.php?id=11417,80;2014-12-16;http://www.attenkirchen.de/index.php?id=11417,80;2015-07-10;http://breitband.regensburg-it.de/attenkirchen;2015-07-10;http://breitband.regensburg-it.de/attenkirchen;;;;;;;;;;;;
;09278117;Niederbayern;Straubing-Bogen;Atting;2014-06-26;http://www.vgem-rain.de/index.php/aktuelles/breitband?showall=&start=2;2014-09-04;http://www.vgem-rain.de/images/DSL50.At.140903_MEK_Bekanntmachung.pdf;2015-02-24;http://www.vgem-rain.de/images/DSL50.At.Markt.150130_MEK_Ergebnis.pdf;2015-02-24;http://www.vgem-rain.de/images/DSL50.At.Auswahl.150220_AV_Bekanntmachung_einstufig.pdf;2015-09-05;http://www.vgem-rain.de/index.php/aktuelles/breitband-vgem-de/breitband-atting-vgem-de;;;;;;;;;;
;09178116;Oberbayern;Freising;Au i.d.Hallertau, M;2014-12-02;http://www.markt-au.de/breitbanderschliessung.html;2014-12-02;http://www.markt-au.de/breitbanderschliessung.html;2015-06-11;http://www.markt-au.de/breitbanderschliessung.html;2015-06-11;http://www.markt-au.de/breitbanderschliessung.html;;;;;;;;;;;;
;09679114;Unterfranken;Würzburg;Aub, St;2013-07-26;http://www.stadt-aub.de/aub/index.php?menu=breitband;2013-12-14;http://www.stadt-aub.de/aub/upload/131128_Abfrage_Aub-Netzbetreiber-allgemein.pdf;2014-04-16;http://www.stadt-aub.de/aub/index.php?menu=markterkundungergebnisse;2014-08-29;http://www.stadt-aub.de/;2015-03-03;http://www.stadt-aub.de/aub/index.php?menu=auswahlverfahren_ergebenis;2015-10-13;http://www.stadt-aub.de/;;;;;;;;
;09673113;Unterfranken;Rhön-Grabfeld;Aubstadt;2013-12-06;;2014-01-18;;2014-04-08;;2014-04-09;;2014-09-06;;2014-10-24;;2015-01-20;;2015-01-20;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10134/150116_Fördersteckbrief_Aubstadt2.pdf;;;;
;09271113;Niederbayern;Deggendorf;Auerbach;2014-09-04;;2014-09-04;;2015-03-13;;2015-03-13;;2015-08-11;;2015-09-09;;2015-08-11;;2015-09-23;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10389/150922_Fördersteckbrief_Auerbach_Niederbayern.pdf;;;;
12.05.2015_4;09371113;Oberpfalz;Amberg-Sulzbach;Auerbach i.d.OPf., St;2014-09-23;http://www.auerbach.de;2014-09-23;http://www.auerbach.de;2015-03-11;http://auerbach.de/page_2_13.php;2015-03-11*;http://auerbach.de/page_2_13.php;2015-08-04;http://www.auerbach.de/page_2_13.php;;;;;;;;;;
15.10.2015_4;09375115;Oberpfalz;Regensburg;Aufhausen;2014-07-16;http://www.gemeinde-aufhausen.de/aktuell.asp?naviid={11652F62-BC08-489F-99DB-EE0C7075CA42}&orgid={463E4790-4C02-4193-9110-02A716B44124};2014-08-05;http://www.gemeinde-aufhausen.de/aktuell.asp?naviid=%7B11652F62-BC08-489F-99DB-EE0C7075CA42%7D&orgid=%7B463E4790-4C02-4193-9110-02A716B44124%7D;2015-08-18;http://www.gemeinde-aufhausen.de/gemeinde.asp?NAVIID=EBE5C795-31E0-4046-BA50-2A5A5CB150CC;2015-08-18*;http://www.gemeinde-aufhausen.de/gemeinde.asp?NAVIID=EBE5C795-31E0-4046-BA50-2A5A5CB150CC;;;;;;;;;;;;
;09472115;Oberfranken;Bayreuth;Aufseß;2013-09-24;http://www.aufsess.de/2013/08/26/bekanntmachung-breitband-sowie-formblatt-f%C3%BCr-bedarfsermittlung-f%C3%BCr-breitbanddienste/;2014-08-29;http://www.aufsess.de/aktuelles/;2014-10-14;http://www.aufsess.de/aktuelles/;2014-10-14;http://www.aufsess.de/2013/08/26/bekanntmachung-breitband-sowie-formblatt-für-bedarfsermittlung-für-breitbanddienste/;2015-08-04;http://www.aufsess.de/aktuelles/breitbandversorgung/;;;2015-08-08;http://www.aufsess.de/aktuelles/breitbandversorgung/;;;;;;
;09761000;Schwaben;Augsburg;Augsburg;<em> 2013-05-24</em>;;;;;;;;;;;;;;;;;;ausgesetzt_2015-10-22
;09779117;Schwaben;Donau-Ries;Auhausen;2014-11-29;http://vg-oettingen.de/index.php?id=3292,343&suche;2014-11-29;http://vg-oettingen.de/index.php?id=3292,343&suche;;;;;;;;;;;;;;;;
;09672111;Unterfranken;Bad Kissingen;Aura a.d.Saale;<em> 2013-07-27</em>;;;;;;;;;;;;;;;;;;ausgesetzt_2015-08-18
;09677116;Unterfranken;Main-Spessart;Aura i.Sinngrund;2014-09-24;http://www.vgem-burgsinn.de/seite/au/sinngrund/2285/-/Breitbandausbau_Breitbandfoerderung.html;2014-09-24;http://www.vgem-burgsinn.de/seite/au/sinngrund/2285/-/Breitbandausbau_Breitbandfoerderung.html;2015-07-04;http://www.vgem-burgsinn.de/seite/au/sinngrund/2285/-/Breitbandausbau_Breitbandfoerderung.html;2015-07-04;http://www.vgem-burgsinn.de/seite/au/sinngrund/2285/-/Breitbandausbau_Breitbandfoerderung.html;;;;;;;;;;;;
20.07.2015_4;09571114;Mittelfranken;Ansbach;Aurach;2015-04-22;http://www.aurach.de;2015-04-22;http://www.aurach.de;2015-06-27;http://www.aurach.de/index1.htm;2015-06-27*;http://www.aurach.de/index1.htm;2015-10-16;http://www.aurach.de;;;;;;;;;;
;09572114;Mittelfranken;Erlangen-Höchstadt;Aurachtal;2014-03-29;http://www.aurachtal.de/internetzugang.html;2014-09-26;http://aurachtal.de/internetzugang.html;2014-12-12;http://www.aurachtal.de/breitbandausbau.html;2015-01-31;http://aurachtal.de/breitbandausbau.html;;;;;;;;;;;;
;09271114;Niederbayern;Deggendorf;Außernzell;2014-08-21;http://www.aussernzell.de/;2014-08-21;http://breitband.regensburg-it.de/aussernzell#markterkundung-bekanntmachung;2015-06-18;http://breitband.regensburg-it.de/aussernzell#markterkundung-ergebnis;2015-06-18;http://breitband.regensburg-it.de/aussernzell#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09184137;Oberbayern;München;Aying;2014-11-15;http://breitband.regensburg-it.de/aying;2014-11-15;http://breitband.regensburg-it.de/aying;2015-10-15;http://breitband.regensburg-it.de/aying#markterkundung-ergebnis;2015-10-15;http://breitband.regensburg-it.de/aying#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
14.10.2015_4;09175112;Oberbayern;Ebersberg;Aßling;2014-07-31;http://www.vg-assling.de/index.php?sa=9&sn=503243;2014-08-09;http://www.vg-assling.de/index.php?sa=9&sn=503243;2015-08-13;http://www.vg-assling.de/index.php?sa=9&sn=503243;2015-08-13*;http://www.vg-assling.de/index.php?sa=9&sn=503243;;;;;;;;;;;;
16.04.2015_4;09771176;Schwaben;Aichach-Friedberg;Baar (Schwaben);2014-08-14;http://www.baar-schwaben.de/index.php?id=2456,195;2014-08-14;http://www.baar-schwaben.de/index.php?id=2456,195;2014-12-23;http://www.baar-schwaben.de/index.php?id=2456,195;2014-12-23*;http://www.baar-schwaben.de/index.php?id=2456,195;;;;;;;;;;;;
;09186113;Oberbayern;Pfaffenhofen a.d. Ilm;Baar-Ebenhausen;<em> 2014-09-23</em>;;<em> 2014-09-23</em>;;<em> 2015-05-22</em>;;<em> 2015-05-22</em>;;;;;;;;;;;;ausgesetzt_2015-04-24
;09778115;Schwaben;Unterallgäu;Babenhausen, M;2015-01-22;http://babenhausen.vg-babenhausen.de/index.php?id=5676,58&suche;2015-01-22;http://babenhausen.vg-babenhausen.de/index.php?id=5676,58&suche;2015-10-24;http://babenhausen.vg-babenhausen.de/index.php?id=5676,58&suche;2015-10-24;http://babenhausen.vg-babenhausen.de/index.php?id=5676,58&suche;;;;;;;;;;;;
;09187116;Oberbayern;Rosenheim;Babensham;2014-12-09;http://www.babensham.de/index.php?id=0,102;2014-12-09;http://www.babensham.de/index.php?id=0,102;2015-01-28;http://www.babensham.de/index.php?id=618,110;2015-01-28;http://www.babensham.de/index.php?id=618,110;2015-07-16;http://www.babensham.de/index.php?id=0,111;;;;;;;;;;
08.10.2015_4;09375116;Oberpfalz;Regensburg;Bach a.d.Donau;2014-08-13;http://www.bach-donau.de/index.asp?NAVIID={0FC8C0D9-250F-46BA-89E7-25AA9F905C20};2014-08-13;http://www.bach-donau.de/index.asp?NAVIID={0FC8C0D9-250F-46BA-89E7-25AA9F905C20};2015-08-12;http://www.bach-donau.de/index.asp?NAVIID={0FC8C0D9-250F-46BA-89E7-25AA9F905C20};2015-08-12*;http://www.bach-donau.de/index.asp?NAVIID={0FC8C0D9-250F-46BA-89E7-25AA9F905C20};;;;;;;;;;;;
;09773112;Schwaben;Dillingen a.d. Donau;Bachhagel;2015-06-02;http://www.bachhagel.de/;2015-06-02;http://breitband.regensburg-it.de/bachhagel#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
26.02.2015_4;09273116;Niederbayern;Kelheim;Bad Abbach, M;2014-08-06;http://www.bad-abbach.de/de/markt-bad-abbach/buergerinfo/breitbandausbau.html;2014-08-06;http://www.bad-abbach.de/de/markt-bad-abbach/buergerinfo/breitbandausbau.html;2014-12-16;http://www.bad-abbach.de/de/markt-bad-abbach/buergerinfo/breitbandausbau.html;2014-12-23*;http://www.bad-abbach.de/de/markt-bad-abbach/buergerinfo/breitbandausbau.html;2015-10-17;http://www.bad-abbach.de/de/markt-bad-abbach/buergerinfo/breitbandausbau.html;;;;;;;;;;
;09187117;Oberbayern;Rosenheim;Bad Aibling, St;2014-09-17;http://www.bad-aibling.de/buergerservice/aktuelles-aus-der-stadt/breitbanderschliessung-bad-aibling.html;2014-09-17;http://www.bad-aibling.de/buergerservice/aktuelles-aus-der-stadt/breitbanderschliessung-bad-aibling.html;2015-03-14;http://www.bad-aibling.de/buergerservice/aktuelles-aus-der-stadt/breitbanderschliessung.html;2015-03-14;http://www.bad-aibling.de/buergerservice/aktuelles-aus-der-stadt/breitbanderschliessung.html;2015-10-02;http://www.bad-aibling.de/buergerservice/aktuelles-aus-der-stadt/breitbanderschliessung.html;;;2015-10-02;http://www.bad-aibling.de/buergerservice/aktuelles-aus-der-stadt/breitbanderschliessung.html;;;;;;
;09479111;Oberfranken;Wunsiedel;Bad Alexandersbad;2015-03-04;http://www.badalexandersbad.de/bad-alexandersbad/breitbandversorgung;2015-03-04;http://www.badalexandersbad.de/bad-alexandersbad/breitbandversorgung;2015-06-03;http://www.badalexandersbad.de/bad-alexandersbad/breitbandversorgung;2015-06-03;http://www.badalexandersbad.de/bad-alexandersbad/breitbandversorgung;;;;;;;;;;;;
;09180113;Oberbayern;Garmisch-Partenkirchen;Bad Bayersoien;2014-10-03;http://www.gemeinde-bad-bayersoien.de/index.php/breitbanderschliessung-bad-bayersoien;2014-10-03;http://www.gemeinde-bad-bayersoien.de/index.php/breitbanderschliessung-bad-bayersoien;2015-04-29;http://breitband.regensburg-it.de/bad_bayersoien#markterkundung-ergebnis;2015-04-29;http://breitband.regensburg-it.de/bad_bayersoien#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09472116;Oberfranken;Bayreuth;Bad Berneck i.Fichtelgebirge, St;2014-08-06;http://www.bad-berneck.com/news1.html#dsl;2014-08-06;http://www.bad-berneck.com/news1.html#dsl;2014-12-24;http://www.bad-berneck.com/news1.html#dsl;2015-01-22;http://www.bad-berneck.com/news1.html#dsl;2015-06-23;http://www.bad-berneck.com/news1.html#dsl;;;;;;;;;;
;09277113;Niederbayern;Rottal-Inn;Bad Birnbach, M;2014-09-25;http://www.badbirnbach.de/index.php?menu_id=70&artikel_id=830;2014-09-25;http://www.badbirnbach.de/index.php?menu_id=70&artikel_id=830;2015-05-16;http://www.breitband.badbirnbach.de;2015-05-16;http://www.breitband.badbirnbach.de;2015-10-02;http://www.breitband.badbirnbach.de;;;;;;;;;;
;09672112;Unterfranken;Bad Kissingen;Bad Bocklet, M;2014-02-12;;2014-08-09;;2014-12-23;;2014-12-23;;2015-05-22;;2015-10-13;;2015-09-10;;2015-10-17;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10446/150918_Fördersteckbrief_Bad%20Bocklet.pdf;;;;
;09672113;Unterfranken;Bad Kissingen;Bad Brückenau, St;2014-08-06;http://www.bad-brueckenau.de;2014-08-06;http://www.bad-brueckenau.de;2015-01-27;http://breitband-kg.de/gemeinden/bad-brueckenau/;2015-01-27;http://breitband-kg.de/gemeinden/bad-brueckenau/;2015-10-20;http://www.bad-brueckenau.de / Bürger & Stadtleben / Aktuelles & Informatives / Breitbandversorgung;;;;;;;;;;
;09187128;Oberbayern;Rosenheim;Bad Endorf, M;2014-12-06;http://www.bad-endorf.de/willkommen/aktuelles/breitbandfoerderprogramm.html;2014-12-06;http://www.bad-endorf.de/willkommen/aktuelles/breitbandfoerderprogramm.html;2015-10-15;http://www.bad-endorf.de/fileadmin/bad_endorf/pdf/Aktuelles_Rathaus/Markterkundung_Ergebnis_Bad_Endorf.pdf;2015-10-15;http://www.bad-endorf.de/willkommen/aktuelles/breitbandfoerderprogramm.html;;;;;;;;;;;;
26.10.2015_4;09187129;Oberbayern;Rosenheim;Bad Feilnbach;2014-08-22;http://www.bad-feilnbach.de/de/breitbandfoerderprogramm;2014-08-22;http://www.bad-feilnbach.de/de/breitbandfoerderprogramm;2015-07-25;http://www.bad-feilnbach.de/de/breitbandversorgung;2015-07-25*;http://www.bad-feilnbach.de/de/breitbandversorgung;;;;;;;;;;;;
;09275116;Niederbayern;Passau;Bad Füssing;<b>1: </b>  2013-10-24 ||<b>2: </b>2015-02-18;||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/BadFuessing.aspx;<b>1: </b>  2014-02-05 ||<b>2: </b>2015-02-18;||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/BadFuessing.aspx;<b>1: </b>  2014-03-29 ||<b>2: </b>2015-06-11;||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/BadFuessing/BadFuessingII.aspx;<b>1: </b>  2014-04-25 ||<b>2: </b>2015-06-11;||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/BadFuessing/BadFuessingII.aspx;<b>1: </b> 2014-12-18;;<b>1: </b> 2015-02-02;;<b>1: </b> 2015-02-11;;<b>1: </b> 2015-02-17;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10158/150330_Fördersteckbrief_Bad%20Füssing.pdf;;;;
;09275124;Niederbayern;Passau;Bad Griesbach i.Rottal, St;<b>1: </b>  2014-06-06 ||<b>2: </b>2015-03-06;http://www.badgriesbach.de/rathaus/breitband.html||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/BadGriesbachiRottal/BadGriesbachiRottalII.aspx;<b>1: </b>  2014-08-29 ||<b>2: </b>2015-03-06;http://www.badgriesbach.de/rathaus/breitband.html||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/BadGriesbachiRottal/BadGriesbachiRottalII.aspx;<b>1: </b>  2014-12-16 ||<b>2: </b>2015-06-11;http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/BadGriesbachiRottal.aspx||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/BadGriesbachiRottal/BadGriesbachiRottalII.aspx;<b>1: </b>  2014-12-16 ||<b>2: </b>2015-06-11;http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/BadGriesbachiRottal.aspx||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/BadGriesbachiRottal/BadGriesbachiRottalII.aspx;<b>1: </b> 2015-08-07;http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/BadGriesbachiRottal/BadGriesbachiRottalI.aspx;;;;;;;;;;
